A0L6H5	C5C0V6	137	7.863E-04	1.000	8.743E-01	0.360	8.505E-01
A0L6H5	A5I308	135	1.929E-03	1.000	9.818E-01	0.415	8.775E-01
A0L6H5	Q31R15	112	3.589E-03	1.000	8.473E-01	0.262	8.003E-01
A0L6H5	P18106	40	9.614E-01	0.214	7.191E-01	0.158	7.210E-01
A0L6H5	Q96G75	33	9.614E-01	0.116	5.966E-01	0.222	6.100E-01
A0L6H5	Q84WW6	31	1.455E+00	0.098	5.783E-01	0.183	6.823E-01
A0L6H5	D0LZ73	28	3.823E+00	0.076	8.276E-01	0.102	7.655E-01
A0L6H5	P80734	27	4.388E+00	0.069	8.674E-01	0.181	7.583E-01
A0L6H5	A0A1W2PR19	22	3.568E+00	0.040	7.670E-01	0.300	4.642E-01
A0L6H5	P19666	21	5.783E+00	0.034	7.831E-01	0.088	6.858E-01
A0L6H5	Q54X15	20	5.783E+00	0.029	6.450E-01	0.140	6.971E-01
A0L6H5	Q54VQ7	16	4.702E+00	0.014	4.183E-01	0.140	5.705E-01
A0L6H5	Q04804	15	6.196E+00	0.011	4.554E-01	0.214	6.135E-01
A0L6H5	Q9LQC0	14	6.639E+00	0.010	5.844E-01	0.208	4.649E-01
A0L6H5	Q9HT84	13	8.164E+00	0.009	4.316E-01	0.155	6.974E-01
A0L6H5	P24891	12	9.370E+00	0.008	4.898E-01	0.065	5.604E-01
A0L6H5	P97443	12	7.620E+00	0.008	4.596E-01	0.139	4.936E-01
A0L6H5	P43524	12	8.747E+00	0.008	4.426E-01	0.169	5.738E-01
A0L6H5	A0QU81	11	8.164E+00	0.007	3.870E-01	0.140	5.282E-01
Q12006	Q6UX98	281	5.872E-08	1.000	7.258E-01	0.169	6.140E-01
Q12006	Q76IC6	266	4.097E-07	1.000	8.022E-01	0.190	6.080E-01
Q12006	Q59NR8	238	6.602E-09	1.000	5.580E-01	0.146	4.666E-01
Q12006	Q4I1J3	221	1.314E-06	1.000	7.279E-01	0.160	5.267E-01
Q12006	Q8U1L4	14	6.077E+00	0.010	3.427E-01	0.133	3.527E-01
Q12006	A0QLI5	12	8.959E+00	0.008	3.773E-01	0.094	3.385E-01
Q12006	Q9VF81	10	4.326E+00	0.000	1.751E-01	0.113	2.848E-01
Q12006	Q0H8X1	9	9.871E+00	0.000	3.382E-01	0.100	2.727E-01
Q12006	Q9NX78	8	9.871E+00	0.000	2.450E-01	0.123	2.801E-01
Q12006	P37297	7	8.535E+00	0.000	1.667E-01	0.092	2.971E-01
Q5AD07	P34697	205	7.724E-08	1.000	6.386E-01	0.233	5.584E-01
Q5AD07	Q54RN1	137	3.098E-05	1.000	5.526E-01	0.165	5.847E-01
Q5AD07	Q48H61	19	1.539E+00	0.024	5.934E-01	0.222	1.911E-01
Q5AD07	A7FH78	15	2.064E+00	0.011	3.355E-01	0.051	2.504E-01
Q5AD07	B3A0N5	14	4.178E+00	0.010	6.429E-01	0.136	1.982E-01
Q5AD07	Q93K97	10	3.940E+00	0.000	2.100E-01	0.059	2.812E-01
Q5AD07	B1Q3J6	10	3.303E+00	0.000	1.905E-01	0.146	2.930E-01
Q5AD07	Q196V9	9	8.965E+00	0.000	5.878E-01	0.181	1.883E-01
Q5AD07	B3ETH8	9	3.503E+00	0.000	2.328E-01	0.102	2.017E-01
Q5AD07	P35970	9	4.699E+00	0.000	2.436E-01	0.060	2.410E-01
Q5AD07	Q8WWR8	9	3.715E+00	0.000	1.431E-01	0.089	3.279E-01
Q5AD07	P00691	9	6.685E+00	0.000	3.472E-01	0.069	2.394E-01
Q5AD07	Q9UKN8	9	6.304E+00	0.000	3.800E-01	0.134	1.992E-01
Q5AD07	Q25197	8	6.304E+00	0.000	2.776E-01	0.073	2.128E-01
Q5AD07	A5GRJ7	7	4.178E+00	0.000	1.854E-01	0.094	1.783E-01
Q5AD07	P19487	7	9.506E+00	0.000	2.467E-01	0.095	3.262E-01
Q5AD07	P53306	7	5.285E+00	0.000	2.416E-01	0.148	1.677E-01
Q5AD07	P34724	6	6.304E+00	0.000	2.143E-01	0.138	1.588E-01
Q5AD07	P45796	6	5.285E+00	0.000	1.652E-01	0.105	1.904E-01
Q5AD07	A7IAL9	5	7.972E+00	0.000	2.117E-01	0.111	1.860E-01
Q5AD07	A7LXU0	5	8.454E+00	0.000	1.820E-01	0.110	2.012E-01
Q5AD07	P18475	5	9.506E+00	0.000	2.020E-01	0.085	2.114E-01
Q5AD07	Q6CMN5	5	5.605E+00	0.000	1.343E-01	0.108	1.667E-01
Q8SQY7	P37297	961	1.992E-34	1.000	3.409E-01	0.169	5.106E-01
Q8SQY7	Q49GP3	855	4.262E-20	1.000	6.086E-01	0.187	6.394E-01
Q8SQY7	Q5IBC5	80	4.660E-06	0.984	1.031E-01	0.088	3.056E-01
Q8SQY7	P18296	75	9.118E-06	0.967	9.996E-02	0.101	2.973E-01
Q8SQY7	Q03018	59	1.153E-03	0.747	1.377E-01	0.099	2.883E-01
Q8SQY7	O74539	45	3.307E-02	0.326	1.467E-01	0.103	3.327E-01
Q8SQY7	Q86DA5	42	1.359E-01	0.254	1.935E-01	0.116	3.404E-01
Q8SQY7	P53599	41	6.746E-03	0.233	1.009E-01	0.105	2.667E-01
Q8SQY7	P54570	40	2.938E+00	0.214	7.315E-01	0.190	3.745E-01
Q8SQY7	P53349	36	5.424E-02	0.150	1.267E-01	0.118	2.931E-01
Q8SQY7	Q9WTR2	35	8.000E-02	0.138	1.411E-01	0.082	2.753E-01
Q8SQY7	Q504Y2	31	7.150E-01	0.098	2.915E-01	0.084	2.482E-01
Q8SQY7	Q9VF81	21	1.215E+00	0.034	1.493E-01	0.112	2.968E-01
Q8SQY7	Q9NX78	21	7.408E-01	0.034	1.274E-01	0.104	2.543E-01
Q8SQY7	Q06644	18	3.632E+00	0.020	2.137E-01	0.101	2.929E-01
Q8SQY7	P54493	16	2.215E+00	0.014	1.328E-01	0.092	2.614E-01
Q8SQY7	Q9YFQ8	16	1.304E+00	0.014	1.070E-01	0.105	2.590E-01
Q8SQY7	Q06163	15	6.390E+00	0.011	2.407E-01	0.118	3.296E-01
Q8SQY7	G5ED39	15	1.449E+00	0.011	9.086E-02	0.097	2.914E-01
Q8SQY7	P18106	14	1.351E+00	0.010	6.727E-02	0.109	2.922E-01
Q8SQY7	O18017	9	7.359E+00	0.000	1.086E-01	0.093	3.259E-01
G8SD34	P43254	502	1.633E-17	1.000	6.981E-01	0.181	5.928E-01
G8SD34	Q6CMN5	279	4.214E-12	1.000	6.016E-01	0.145	4.258E-01
G8SD34	Q9UKN8	151	3.528E-08	1.000	4.828E-01	0.122	3.175E-01
G8SD34	Q86DA5	142	2.649E-04	1.000	7.353E-01	0.168	5.631E-01
G8SD34	P50828	116	1.168E-07	1.000	3.281E-01	0.124	3.097E-01
G8SD34	P0DUE1	106	2.095E-03	1.000	6.549E-01	0.191	5.122E-01
G8SD34	P18269	89	7.578E-05	0.996	4.572E-01	0.113	2.894E-01
G8SD34	A7LXU0	85	6.681E-04	0.992	5.049E-01	0.101	3.413E-01
G8SD34	A0A151EH88	79	2.424E-02	0.981	6.470E-01	0.205	5.016E-01
G8SD34	Q9SYC9	69	1.485E-02	0.923	5.123E-01	0.144	4.318E-01
G8SD34	P62576	67	2.903E-03	0.900	4.777E-01	0.100	3.026E-01
G8SD34	P08581	55	2.903E-03	0.632	3.740E-01	0.076	2.633E-01
G8SD34	Q9VR91	47	7.197E-02	0.382	5.480E-01	0.141	2.909E-01
G8SD34	B9KBV1	41	1.112E-01	0.233	3.978E-01	0.117	3.463E-01
G8SD34	P45796	39	6.113E-02	0.196	3.835E-01	0.092	2.723E-01
G8SD34	Q8WWR8	34	2.295E-02	0.126	2.909E-01	0.126	2.032E-01
G8SD34	P36913	18	1.515E+00	0.020	3.156E-01	0.098	2.665E-01
G8SD34	Q8EJM6	17	2.100E+00	0.016	3.792E-01	0.142	2.524E-01
G8SD34	P00691	15	3.888E-01	0.011	1.526E-01	0.109	2.047E-01
G8SD34	P26225	15	8.947E-02	0.011	1.028E-01	0.116	1.762E-01
G8SD34	P97687	12	2.100E+00	0.008	2.209E-01	0.080	2.128E-01
G8SD34	Q9BZ23	12	5.905E+00	0.008	5.334E-01	0.066	1.921E-01
G8SD34	Q10423	11	3.427E+00	0.007	3.090E-01	0.070	1.896E-01
G8SD34	Q99638	11	9.286E-01	0.007	1.519E-01	0.099	1.701E-01
G8SD34	B3PF24	11	7.750E+00	0.007	4.004E-01	0.188	2.869E-01
G8SD34	P76261	11	7.340E+00	0.007	3.601E-01	0.123	2.909E-01
G8SD34	A0A191T6Q6	10	7.340E+00	0.000	3.264E-01	0.101	3.136E-01
G8SD34	P49610	10	4.833E-01	0.000	1.182E-01	0.080	1.369E-01
G8SD34	Q8PW90	9	4.750E+00	0.000	2.365E-01	0.089	2.051E-01
G8SD34	P39848	9	6.584E+00	0.000	3.668E-01	0.093	1.944E-01
G8SD34	H2L045	8	4.750E+00	0.000	2.178E-01	0.105	1.820E-01
G8SD34	Q8WYB5	8	8.639E+00	0.000	2.493E-01	0.127	3.342E-01
G8SD34	Q8TFH7	7	7.750E+00	0.000	3.128E-01	0.095	1.752E-01
G8SD34	Q44233	7	5.593E+00	0.000	1.822E-01	0.144	1.982E-01
G8SD34	P18296	7	6.584E+00	0.000	2.140E-01	0.080	2.018E-01
G8SD34	D4AZ24	4	7.340E+00	0.000	1.232E-01	0.080	1.584E-01
Q6LWZ3	O32865	58	6.016E-02	0.720	5.138E-01	0.148	3.752E-01
Q6LWZ3	Q823P5	19	1.093E+00	0.024	2.682E-01	0.129	2.645E-01
Q6LWZ3	O99824	18	7.705E-01	0.020	2.076E-01	0.121	2.574E-01
Q6LWZ3	A0QZ13	15	1.335E+00	0.011	2.048E-01	0.120	2.467E-01
Q6LWZ3	P42517	11	5.151E+00	0.007	2.447E-01	0.106	2.555E-01
Q6LWZ3	A0QU81	9	5.984E+00	0.000	2.020E-01	0.110	2.544E-01
Q6LWZ3	O84282	9	6.613E+00	0.000	2.330E-01	0.108	2.555E-01
Q6LWZ3	A0A0D1DWQ2	9	6.613E+00	0.000	2.553E-01	0.104	2.507E-01
Q6LWZ3	Q03018	7	8.489E+00	0.000	1.939E-01	0.087	2.602E-01
Q8R753	Q54PA9	1727	3.401E-43	1.000	9.797E-01	0.560	9.217E-01
Q8R753	B8GZV1	1661	1.029E-41	1.000	9.746E-01	0.556	9.176E-01
Q8R753	Q9HN88	806	6.431E-24	1.000	8.659E-01	0.280	7.171E-01
Q8R753	Q9XGA0	767	7.958E-23	1.000	8.673E-01	0.258	7.078E-01
Q8R753	O22018	43	1.259E-02	0.277	2.721E-01	0.086	3.255E-01
Q8R753	Q3U4H6	29	4.816E-02	0.082	2.030E-01	0.075	2.831E-01
Q8R753	O33407	29	3.604E-01	0.082	3.708E-01	0.104	3.135E-01
Q8R753	E0XKJ9	25	5.696E-02	0.057	1.671E-01	0.077	2.739E-01
Q8R753	Q92451	24	3.811E-01	0.051	2.766E-01	0.080	2.817E-01
Q8R753	B4U701	23	3.604E-01	0.045	2.297E-01	0.115	3.050E-01
Q8R753	P0DN21	23	3.811E-01	0.045	2.961E-01	0.097	2.455E-01
Q8R753	P41131	23	5.960E-01	0.045	3.027E-01	0.132	3.112E-01
Q8R753	G4FEF4	23	1.928E+00	0.045	4.769E-01	0.071	3.435E-01
Q8R753	F9VN79	22	8.814E-01	0.040	3.682E-01	0.067	2.652E-01
Q8R753	Q1Q7Z7	21	5.636E-01	0.034	2.786E-01	0.123	2.650E-01
Q8R753	Q96YM5	20	8.814E-01	0.029	3.351E-01	0.124	2.492E-01
Q8R753	A4YHV8	19	7.453E-01	0.024	2.548E-01	0.094	2.748E-01
Q8R753	P80187	19	1.458E+00	0.024	3.168E-01	0.093	2.975E-01
Q8R753	Q8I4R4	19	5.329E-01	0.024	2.297E-01	0.122	2.628E-01
Q8R753	A8GAD1	19	6.302E-01	0.024	2.806E-01	0.060	2.298E-01
Q8R753	P49424	19	5.329E-01	0.024	2.069E-01	0.101	2.847E-01
Q8R753	D7CFN7	18	3.188E+00	0.020	4.849E-01	0.097	3.071E-01
Q8R753	Q9K838	18	3.408E-01	0.020	1.708E-01	0.108	2.665E-01
Q8R753	Q8TEK3	15	2.039E+00	0.011	2.654E-01	0.116	2.798E-01
Q8R753	P18952	13	2.156E+00	0.009	2.797E-01	0.128	2.312E-01
Q8R753	Q8K9B8	13	1.928E+00	0.009	2.085E-01	0.106	2.688E-01
Q8R753	Q9NX78	13	4.459E+00	0.009	3.706E-01	0.148	2.652E-01
Q8R753	Q8WPJ2	12	2.851E+00	0.008	2.252E-01	0.090	2.571E-01
Q8R753	P37646	11	5.896E+00	0.007	3.173E-01	0.063	2.881E-01
Q8R753	A2STA4	11	2.851E+00	0.007	1.877E-01	0.101	2.591E-01
Q8R753	Q970N1	10	3.987E+00	0.000	2.418E-01	0.081	2.437E-01
Q8R753	Q126M1	10	3.372E+00	0.000	2.085E-01	0.114	2.452E-01
Q8R753	Q96DB2	9	4.459E+00	0.000	1.887E-01	0.070	2.591E-01
Q8R753	B3ETH8	8	6.972E+00	0.000	2.538E-01	0.112	2.689E-01
Q8R753	A7I3S0	6	7.372E+00	0.000	1.795E-01	0.064	2.476E-01
B5EGY0	Q9WYH1	21	8.290E-01	0.034	3.452E-01	0.098	3.254E-01
B5EGY0	P17906	20	7.777E-01	0.029	3.970E-01	0.089	2.654E-01
B5EGY0	I6Y2J4	17	1.674E+00	0.016	3.673E-01	0.142	3.062E-01
B5EGY0	P54493	17	1.296E+00	0.016	2.940E-01	0.139	3.427E-01
B5EGY0	Q96DB2	16	1.674E+00	0.014	2.868E-01	0.138	3.528E-01
B5EGY0	Q9C5E5	14	1.473E+00	0.010	2.813E-01	0.135	2.458E-01
B5EGY0	Q96YM5	11	4.956E+00	0.007	4.697E-01	0.060	2.308E-01
B5EGY0	A7LXU0	11	6.820E+00	0.007	6.981E-01	0.125	2.256E-01
B5EGY0	Q8ZNT5	8	6.002E+00	0.000	2.374E-01	0.090	2.926E-01
B5EGY0	Q9KG76	8	8.802E+00	0.000	4.384E-01	0.050	2.455E-01
B5EGY0	Q92IC3	7	4.650E+00	0.000	2.336E-01	0.224	2.022E-01
B5EGY0	P23179	7	6.002E+00	0.000	2.804E-01	0.146	2.010E-01
B5EGY0	E7DDH2	7	4.956E+00	0.000	2.582E-01	0.043	1.746E-01
B5EGY0	P63883	6	9.998E+00	0.000	3.255E-01	0.107	2.227E-01
O01326	Q6KHN3	401	7.362E-11	1.000	6.502E-01	0.224	6.559E-01
O01326	Q83FY2	333	1.853E-09	1.000	5.924E-01	0.288	6.403E-01
O01326	P22192	224	7.222E-07	1.000	5.161E-01	0.244	5.895E-01
O01326	Q196V9	192	6.023E-06	1.000	5.742E-01	0.193	5.018E-01
O01326	Q59639	29	3.295E+00	0.082	6.452E-01	0.192	3.744E-01
O01326	Q54IF7	24	3.443E+00	0.051	4.718E-01	0.121	3.694E-01
O01326	Q9WYH1	18	2.886E+00	0.020	3.336E-01	0.134	2.583E-01
O01326	Q6R9F9	14	2.214E+00	0.010	1.632E-01	0.076	2.670E-01
O01326	F1SVE4	11	3.016E+00	0.007	1.566E-01	0.102	2.182E-01
O01326	P19487	11	8.705E+00	0.007	3.856E-01	0.083	2.175E-01
O01326	Q59NR8	9	5.125E+00	0.000	1.206E-01	0.086	2.742E-01
O01326	Q11HB8	8	8.329E+00	0.000	1.867E-01	0.128	2.597E-01
O01326	P26225	7	4.691E+00	0.000	1.066E-01	0.091	1.866E-01
O01326	Q5IBC5	7	5.356E+00	0.000	1.110E-01	0.095	2.373E-01
O01326	Q8ZVM0	6	9.936E+00	0.000	1.594E-01	0.113	2.102E-01
O01326	Q8EJM6	6	7.970E+00	0.000	1.597E-01	0.073	1.604E-01
O01326	D4AXL1	5	5.851E+00	0.000	1.041E-01	0.071	1.491E-01
Q8C0T9	O74539	379	1.854E-16	1.000	2.832E-01	0.110	4.655E-01
Q8C0T9	Q03101	283	9.960E-07	1.000	7.454E-01	0.161	5.076E-01
Q8C0T9	Q553Y7	267	1.035E-06	1.000	6.703E-01	0.078	5.049E-01
Q8C0T9	Q9XU42	226	1.155E-05	1.000	7.166E-01	0.139	4.532E-01
Q8C0T9	P43524	223	8.837E-06	1.000	6.757E-01	0.174	4.536E-01
